gen_id,durum
SRU_1235,cikarildi_gereksiz
SRU_0742,cikarildi_gereksiz
SRU_2210,cikarildi_gereksiz
SRU_1066,cikarildi_gereksiz
SRU_1842,cikarildi_gereksiz
SRU_1630,cikarildi_gereksiz
SRU_1112,cikarildi_gereksiz
SRU_1172,cikarildi_gereksiz
SRU_0529,cikarildi_gereksiz
SRU_1119,cikarildi_gereksiz
SRU_1303,cikarildi_gereksiz
SRU_0822,cikarildi_gereksiz
SRU_1442,cikarildi_gereksiz
SRU_2320,cikarildi_gereksiz
SRU_2740,cikarildi_gereksiz
SRU_1130,cikarildi_gereksiz
SRU_1384,cikarildi_gereksiz
SRU_2042,cikarildi_gereksiz
SRU_0931,cikarildi_gereksiz
SRU_2551,cikarildi_gereksiz
SRU_0796,cikarildi_gereksiz
SRU_1703,cikarildi_gereksiz
SRU_0874,cikarildi_gereksiz
SRU_1260,cikarildi_gereksiz
SRU_1796,cikarildi_gereksiz
SRU_1555,cikarildi_gereksiz
